config_n,config_k,metric,mean,sd,se,ci95_low,ci95_high,n_cells
2,1,overall_score,4.190543098958333,0.49916853678301637,0.062396067097877046,4.068246807446494,4.312839390470172,64
2,5,overall_score,4.331643738162879,0.474454311046114,0.05930678888076425,4.215402431956581,4.447885044369177,64
3,1,overall_score,4.084123875473485,0.5156191126074346,0.06445238907592933,3.957797192884663,4.210450558062306,64
3,5,overall_score,4.265538127367424,0.5000872370917074,0.06251090463646343,4.143016754279956,4.388059500454893,64
4,1,overall_score,4.176942578125,0.5156102443094537,0.06445128053868171,4.050618068269183,4.303267087980816,64
4,5,overall_score,4.184833558238636,0.5143712874734502,0.06429641093418127,4.058812592807641,4.310854523669631,64
