config_n,config_k,config_q,prompt_type,correct,total,accuracy,standard_error,ci95_low,ci95_high
2,1,1,axioms_ontology_v2,4,4,1.0000,0.000000,0.5101,1.0000
2,1,1,classification,4,4,1.0000,0.000000,0.5101,1.0000
2,1,1,features,4,4,1.0000,0.000000,0.5101,1.0000
2,1,1,nle,4,4,1.0000,0.000000,0.5101,1.0000
2,1,1,rulebased,4,4,1.0000,0.000000,0.5101,1.0000
