config_n,config_k,config_q,prompt_type,correct,total,accuracy,standard_error,ci95_low,ci95_high
2,1,1,axioms_ontology_v2,0,4,0.0000,0.000000,0.0000,0.4899
2,1,1,classification,0,4,0.0000,0.000000,0.0000,0.4899
2,1,1,features,0,4,0.0000,0.000000,0.0000,0.4899
2,1,1,nle,0,4,0.0000,0.000000,0.0000,0.4899
2,1,1,rulebased,0,4,0.0000,0.000000,0.0000,0.4899
